TEXTOS,y
"esse drama eh perfeito do começou ao fim, quebra total essa imagem perfeita que alguns tem sobre a Ásia. fala sobre bullying, abuso sexual e psicológico, homofobia, suicídio, machismo. eh um drama tenso de se assistir, mas completamente necessário.",0
@TThalitaramos seu filho vai sofre bullying com esse nome,0
ai a opcao que permite me encontrarem pelos contatos tava desativada paranoia ARQUIVADA,0
"Acho que de todas as capinhas que eu já tive, essa é a que eu mais amei, só espero não estragar ou encardir",0
como ta a vida? — Daquele jeito em busca de um emprego,0
"@bingxinnuendo Preconceito e bullying é diferente de racismo. Racismo tem todo um conceito histórico ,nunca que um branco vai ter as oportunidades reduzidas por ser branco",0
"@vaniarocha05 Ohh eu não faço bullying :""(
Também vou ter saudades tuas eheheh",0
@hlenis_ @cookieeatingleo é o menino branco que sofre bullying e gosta da menina bonita da sala e tem um melhor amigo pateta,0
"@bingxinnuendo Nn, só bullying",0
essa é a hora q eu mais sinto sono,0
"@vaniarocha05 Este não deve ser o meu, porque eu não faço bullying hahaha",0
"(?)
millie corre aqui, acho que você falar TANTO sobre bullying ainda não deu efeito",0
muito nada a ver essa galera contra a doação de órgão mas vamo lembrar que algumas pessoas não doam por causa da religião né,0
RT @AndrLodi2: A meta e ficar rico ou morer tentando nessa porra kk,0
"pintei a unha de rosa e já estraguei, sinceramente",0
c pena dos primo dessa mina de sapiranga pq se ela resolveu fazer um musical sobre a vida dela imagina os almoço de família,0
"@Brancadeneve980 Tenho quase certeza de ser influência dos pais, bullying eu tenho 90% de certeza que não é porque os casos de bullying lá na escola são muuuuuito raros",0
"@bingxinnuendo Na minha opinião depende de pais
Aq no Brasil eu sou branco, logo n acontece. Se alguém no Brasil fala um comentário agressivo com relação a vc ser branco né mais bullying doq racismo.
Mas nós países culturais ocidentais eu n sou considerado branco (pelo fato de ser brasileiro)",0
"@Flifrds @RodrigoMaia @jairbolsonaro É aquele riquinho que chega na festa achando que está arrasando. Mas aí, todos os demais convidados também são ricos, e fazem bullying com ele.",0
#ERROR!,0
"@inesdpneves és uma miúda 5 estrelas, bué engraçada, das bullying saudável à Iolanda",0
"@eleanortgp @aletsstelaa @grazerwoIfhard @glendabarcelos1 liga nao mo ela vai ser banida a oser Squad nao tolera nenhuma forma de bullying, passar bem 
🥰",0
"RT @venusdrugs: que rica 
F A L O P A",0
as meninas todas com cara de quem praticam bullying com as outras,0
RT @gabahn: trabalhar pra comprar produto caro de skincare e continuar com a pele feia,0
"RT @plotnikowva: a perfeição existe e é any gabrielly cantando if I ain't got you.
#MPN #NowUnited",0
RT @ilegirI: a lalisa quando descobrir que no mamamoo elas se beijam de verdade,0
meu auge eh conversar com a minha irmã de 10 anos no zap,0
"COC: muita gente(não todos) que só liga para quanto você tem ~ ctt: puxado, mas vale a pena ~ csu: não sei ~ Madalena: deveria ter bullying como sobrenome, pq olha...",0
"Caiu em: Gilberto Braga
Melhor Novela: Vale Tudo
Protagonista: Esther Delamare de Sobral
Vilã(o): Odete Roitman
Abertura: Brilhante
Personagem q amou: Bebel
Personagem q odiou: Léo
Nota p/ autor: 9
Comente de 1 a 10 e olhe a DM",0
@chicomaiablog Realmente.. que magia é esta. Desde 2017 guardando este vídeo pra uma hora colocar no ar..kkk isto é bullying.. kkk muito sofrimento das frangas.. e Chico Maia. Quem é??,0
autoestima mexe com a gente dms q isso,0
"RT @debochadoz: ninguém: a

literalmente ninguém: a

minha autoestima:",0
Pq trocou a foto de perfil? — Gosto do simpsons,0
"aliás, despreparado pra qualquer coisa da vida adulta pois é um desgraçado que nunca teve que ter responsabilidade por nada e até hoje a família resolve os problemas",0
"mano eu tava desenhando na parede e começou a tocar uma musica q me deixa boladassa, meu olho começou a escurecer e comecei a ficar c falta de ar, ce ta loco oq foi isso",0
RT @victeiro: KKKKKKKKKKK A NÃO,0
RT @viniceraa_: IVETE BLOQUEOU A IZA KKKKK' #TheVoiceBrasil,0
Agora vou dormir pq a cama me chama e o trabalho é cedo 😢,0
o sport nem perdeu ainda e a imprensa já ta peruando que thiago vai ser vendido por 1 milhao,0
"P.S.: também não viraria a cadeira não, mas talvez a música que não tenha valorizado",0
@igor_moreto bullying com nosso bairro,0
RT @_leticcy: a Beyoncé fala ok ladies lets get information pq não tem que ler o que o bolsolixo fala,0
não tem nada mais eu do que chantagear uma amiga q eu to c sdd a vir me ver e tomar vinho cmg A G O R A,0
Curtindo a melhor forma,0
"bem gente, essas pessoas submeteram trabalhos ne, a mesa é feita por quem inscreveu tua pesquisa no simpósio. é meio bizarro?? sim, mas n tem mto o que fazer",0
Eu tenho vontade de tirar print de todas as fotos que a japa coloca no stories e revelar e nossa enfeitar minha casa o tanto que a bicha é perfeita,0
ela cheirou toda a minha cocaína,0
"Estou a ver um discurso da Lili Reinhart e ela está a dizer que quando era mais nova e via aquelas revistas que diziam tipo ""Veja como é realmente o corpo dela"" ela abria para ver porque toda a gente quer ver as falhas para não se sentirem sozinhos",0
RT @viniciusmourajp: Hoje o tema é educação. Vamos com a #WeintraubNoMorning,0
@soffigueiredo Diz não ao bullying 👊🚫,0
"@brenochiavelli Como pode ter acabado, né? Tratava de assuntos importantes: bullying, gravidez na adolescência, sexualidade, preconceito, racismo. Vocês que se iludem achando que era um simples musical",0
"RT @JUNINHODADEZ: A tendência é buscar melhorias, sem atrasar o lado de ninguém!! 💰",0
Esse bullying que a libertadores faz com a GNT uma hr tem q acabar mano,0
"Será que o povo só irá se levantar, quando o STF soltar o presidiário Lula???
Será que o povo não está percebendo que o atraso do Brasil está sendo o STF, com esse autoritarismo???
Será que o povo só vai acordar quando o STF acabar com a Operação Lava Jato???",0
RT @franciscoleita0: Só queria que a Lisboa tivesse subido aquela árvore,0
RT @moissdesouza: Eu fiquei só a Maisa com as palavras do Pedro Cardoso sobre o bullying,0
"mano 
eu quero voltar a fumar 
mas nao quero 
mas sla 
ficar puto me da vontade de fumar 
mas nao quero chupar o pau do diabo 
mas sla",0
provoco e saiu com a razão kkkk,0
"@Tommy_Torres @ricky_martin Aqui no Brasil é difícil nas não impossível.Basta provar que o nome é constrangedor,ou que a pessoa sofre bullying.",0
"RT @vlwmatheus: Posso ter 10 mensagens ,mas abro sempre primeiro a da pessoa mais importante , independentemente de quem mandou primeiro",0
"RT @VN23_: Nao vejo a hr de chega sabado mane
#NGDP",0
só queria q uma certa pessoa entrasse pela porta do meu quarto abrisse a janela me acordasse me abraçasse e me tirasse desse loop infinito de inércia depressão e auto destruição me sacudisse pra vida e me levasse pra passear pelo centro e me distrair como nos velhos e bons tempos,0
"Esse é o PT, hegemonista que prefere entregar um mandato pra direita no Rio, a apoiar outra força que pode ficar maior que eles. Não pensa no povo. Preocupação não pode ser só retórica. Quem faz frente ampla e coloca o país e o povo acima de tudo só é o PCdoB. É preocupante.",0
RT @Gabriel10059414: AQUECIMENTO A FAZENDA 11: SE ESSA FOSSE A FINAL DE A FAZENDA 8 QUEM VENÇERIA? #vemaiafazenda,0
"fardada a ser sempre isso, fé",0
gente apareceu a porra de uma foto de alguém que eu nunca vi na minha vida na minha galeria,0
Ivete bloqueou a Iza #TheVoiceBrasil,0
"RT @TaehyungxWings: Eu:Vou dormir pq amanhã tem aula

@ksjmintalent atualizando a Au:",0
essa gente do insta deve tá ativando a contagem do meu XV anos achando que vai ter festa e se ativar vai ser convidado kkkkkkkkkkkkk iludidos dms,0
RT @Karlinha_raiz: @goulart_lenita A minha está assim qdo o vento bate!🤭🤭🤭😘,0
Kkkkkkkkkkk eu tô morrendo a irmã do marido da minha tia foi levar a coleta de teses dela e meu Deus ela encheu até a tampa de merda no depósito meu eu tô rindo sem parar,0
eu preciso de forças pra conseguir trabalhar e ter minhas coisas pq à cada momento percebo que não tenho ninguém por mim,0
"Só queria saber se nas reformas da Previdência e Trabalhista e ainda na lei de desburocratização, a profissão Laranja está devidamente regulamentada conforme a regra de acabou a mamata talkey.
Por falar nisso, agosto já deu as caras, o Queiroz não",0
Queria a minha @..,0
"mano to quase desistindo desse negocio e ir pro B msm, a sao lucas praticamente n quer resolver meu problema, vo ter q marcar uma reunião c o zeno p VER se ele consegue fazer alguma coisa p apenas eu conseguir MUDAR de uma turma q tem a msm grade",0
"RT @fras4sdopoze: A fofoca vai longe, mas o fofoqueiro não!",0
Essa sou eu que queria dormir cedo mas o cérebro está a 1000km/h,0
@delucca O bullying e suas consequências ao longo das nossas vidas.,0
@aligabrielll @st3dile aí já não sei mas peito pequeno é bonito pq q pau pequeno é bullying????,0
Comia vc a Coutinho e a sarah juntas tudo gostosa — Olha isso aí gnt kkkkkkkkkkkkkkkkk,0
Quando me pego pensando eu já falo logo : opa opa dona Kemilly parou a palhaçada 💁🏻‍♀️,0
"Hoje ela, hoje ela perde a linha",0
RT @BurgerKingBR: Porque nesse mês é refri a gosto. Nunca termina! BKKKKKKKK #agosto,0
RT @crbenfica: A ficha ainda não caiu sobre o que a torcida do Flamengo fez ontem.,0
"puta merda, que óculos feio. o bullying é inevitável #AsAventurasDePoliana316",0
RT @gabrielapissini: eu NÃO VEJO A HORA de olhar pra mim e pensar meu Deus eu sou exatamente a pessoa que eu sempre quis ser,0
Crlh a Iza nesse programa da até vontade de assistir,0
"RT @vocesefoii: Bullying do futuro:

""E teu pai q invadiu a área 51 e foi confundido com um ET""",0
Eu sabia que se eu começasse a chorar eu não pararia mais,0
Na vdd piada interna pra quem assisti web bullying,0
Mr bullying do halloween é a melhor cena,0
RT @Pedromendonca15: Capitão do Flamengo motivando a equipe,0
"@KOOLGUYPT @gfc_srl @YouTubeBrasil Não diga? Conheço ele é sei bem como ele é ,uma pessoa que tem suas falhas mais também tem seus acertos ,humana que erra que acerta ,estamos vivendo em um mundo que nada pode dizer que já é classificado como bullying, como preconceituoso,estuprado,Como perseguidor.",0
só volto a estudar quando o bar abrir pronto,0
mas se a candie mandou vamo la,0
Hj ele fez uma pergunta simples pra gnt mas ficamos debatendo aquilo durante tanto tempo e percorremos a bíblia do AT até o final do NT e eu saí de lá viajando com tudo que Deus falou,0
"@inthxpumpkin @bwdthingsm @narryfools Iala, qual foi isso é bullying com os cariocas LKKLKL(ironia)",0
"Bullying com meu signo

#cancernaosochora",0
"@bingxinnuendo RACISMO. Branco sofre, no máximo xenofobia e bullying, dependendo do lugar onde ele estiver.

é isso.",0
"""Muitos colégios e associações desenvolvem campanhas contra o bullying, o que é de grande valia, mas como as igrejas tem se envolvido nessa questão. Aliás, existe bullying nas igrejas?""
(Márcia Barbutti)",0
RT @sheisready: A miley é a CARA da Tish fico chocada,0
RT @vopeworldian: a última vez que eu vi esse vídeo eu vi Just Dance ao vivo logo depois :(,0
Sobre bullying e educação uma fala bacana!,0
RT @IndirectaArg: ta pa dormir de a dos,0
"depois q eu voltei da casa do aliado eu passei a funcionar em capacidade mínima (na real começou eu ja tava la, desculpa meu paiça)

im going along for the ride",0
"@JC_Fontinha Impossível alguém com o nome de aylah sofrer bullying, olha que nome lindo do caralho",0
RT @vopeworldian: vcs lembram do dia que o bts inventou a sincronização?,0
"@Livialima1010 Como se Aylah não fosse suficiente pro bullying. E outra, vc queria um nome original, Kahadéan é kkkkkkk",0
Eu juro que foi a última vez .,0
RT @prkjmi: lindo o zap do casal :(((( e gente foco a foto de perfil do mafuyu eh o doguinho dele im crying,0
RT @vpm_0: Amanhã quero ir a feira,0
"já pensou a pessoa bloquear a que vc queria ir p time, eu surtava #TheVoiceBrasil",0
aquele momento em q você não consegue nem ler pq a mente tá a milhão,0
acho que preciso terminar viss a viss,0
RT @vxwkz: a gente vai se ver sim mas antes eu preciso te enrola uns 6 meses,0
@bingxinnuendo não.. brancos podem sofrer bullying mas nunca racismo,0
"@Yuriduartezito Vocês quem, cara pálida? Começa aí: tudo é motivo pra vitimização ou bullying com quem NÃO CONCORDA com a sua turminha... De argumentos pra rir eu tou LOTADA, estou estudando esse fenômeno de polarização desde o ano passado. Direita censurada... Faça-me o favor.",0
RT @vxwkz: como vc teve a coragem de me dar uma resposta diferente da que eu criei na minha cabeça,0
eu não vejo a hora de ir embora aaaaaa,0
"29 - O carro da sopa - 06/08 - 18h35 as 19h.

30 - Paródia como estratégia no grupo de gestante - 07/08 - 9h as 9h30.

31 - A boneca Lince e o Bullying nos espaços de saúde e educação - 07/08 - 09h35 as
10h05.

#16CNS",0
"RT @AnnaCaroline_23: IVETE BLOQUEOU A IZA
#TheVoiceBrasil",0
"RT @walysom1999: sensação boa é quando vc tem mt intimidade com a pessoa pra falar dos assuntos mais aleatórios que existe, isso é muito bom",0
Conte. Esse é o primeiro passo para se livrar do bullying.,0
Ai gente a iza é tao ❤️ #thevoice,0
"RT @wedsonbatera75: A: ain sou neutro...

Neutro é sabão de bebê eu sou é anti-bolsonaro poha",0
mano nego(a) é a coisa mais maravilhosa pqp😍,0
@nataliaskbr @bi_anthonystark @Youngbartxn E eu prefiro Voldemort ao snape pq pqp professor q faz bullying c aluno não,0
"As roupas deles estavam totalmente sujas de tintas provavelmente por bullying

E a ultima cena que é a polícia procurando os dois pois eles estavam desaparecidos.

Desculpem não ajudar mais mas é só o que lembro. Nem o ano q vi eu lembro",0
RT @whopabelmok: Ivete bloqueou a Iza hahahahaha #thevoicebrasil,0
RT @pedromura: Rt ou 7 anos de azar,0
".@UNICEF e banda de pop sul-coreano pedem fim da violência nas escolas

O grupo @BTS_twt divulgou um vídeo de conscientização sobre bullying

A produção audiovisual pede que os jovens iluminem o dia de um colega com atos de gentileza

@UNICEFBrasil",0
"Respeitar a fé das pessoas é desejar um ""Deus abençoe"" pra elas, ou um ""Axé"". Sua falta de fé em religiões não deve servir pra não desejar o melhor pros outros da maneira que eles interpretam. Eu desejo o melhor da melhor forma que vêem!",0
"@mandss_f @deprimiga A gente ria até demais, mas bullying diretamente fazia n",0
"@rayyxxssaa tem que respeitar mas sinceramente não consigo entender de onde surge isso sabe 
as outras pessoas que não fazem bullying com uma menina assim 
na mídia tem uma penca de mulheres consideradas bonitas que parecem com ela 
daí eu fico 
como???",0
Pega esse Lalu daqui a pouco com as Amiga,0
"RT @whopabelmok: Pior que nem dá pra Ivete reconhecer a moça de cara, ela tá totalmente diferente. #thevoicebrasil",0
Dedico essa música ao amor da minha vida @ethan_devolle e à libido que sinto por ela! ❤,0
Fico super triste quando falo A e a pessoa entende B e ainda é super grosso(a) cmg por ter entendido errado,0
"@mandss_f tu fazia bullying???? Kkkkk amiga, fazia não",0
meu celular deu a louca e apagou todas as msgs do wpp kkkkkkkkk vou deixar alguém no vácuo e nem sei,0
"@RafaIlhaOficial @jupeitola @mel_tyler @policiafederal @respeito Então vc vai ser preso , está fazendo bullying comigo só pq eu como esterco, seu merda agressor, prende ele polícia",0
RT @JUNINHODADEZ: A vacilação ta ai quem nao pode vacilar sou eu,0
eu vendo a Ivete bloquear a iza #TheVoiceBrasil,0
"Genten, queimei a língua tá? Acho que minhas expectativas pra Thor 2 eram tão abaixo do nada, que fui surpreendida de modo positivo e quase posso dizer que gostei do filme",0
@paulomoreria Corvinal que eh vítima de bullying. Lufalufa eh a galera de humanas fumando maconha e fazendo orgia pelado,0
"@sofyasthetic A minha me levava pra farmácia.
#bullying",0
"Quer dizer, conhecer a Kendall Jenner eu conhecia mas de passar os olhos rapidos na internet em fotos dela pq vira e mexe sempre tem mas nunca parava pra ficar olhando..e nem sabia exato q o nome dela era esse..mas mano: não é parecida, É IGUAL, IDÊNTICA à essa minha amiga",0
Comecei a trabalhar cedo e terminei agora. O mundo MEI tá começando,0
"@khordofon pior que isso eu ainda noto um tiquinho
agora a galera mais padrão tbm leva de boa uns LoLs da vida, mas mesmo que você não vá sofrer um bullying pesado se falar que joga uns jrpg ou uns indie ainda vão te olhar estranho",0
@jemapelle_maria segurei tanta coisa q ainda tinha pra falar meu deus próxima quarta ela deve me mandar pro psicológo achando q to sofrendo bullying,0
ALGUEM ME AJUDA A PARAR DE ESCREVER NESSE BEAT,0
@felipeneto Pior é vc que não percebeu que seus seguidores são crianças e com certeza sofrem bullying nas escolas por causa das merdas que vc faz🤮,0
RT @sccpflw: Cadê a falta ????????,0
"RT @Tay_Schmitz: Só não deixa a gente pra depois, porque depois, quase sempre é tarde demais",0
RT @xmysticfuneral: bullying do futuro: e o teu pai que era sadboy e se achava gótico por ouvir lil peep,0
"@bxadeaky falando isso e fazendo bullying, matando a propria gata e defendendo pedofilia... auge",0
RT @cagaiola: ivete bloqueou a iza hahaha #TheVoiceBrasil,0
RT @RhayRicci1: Tem gente que tem a energia tão ruim que faz até mal ter contato,0
RT @caiodadepressao: A minha mãe é imortal filho da puta,0
"RT @scrrbiebs: não vejo a hora de ir morar sozinha, vou curtir demais",0
RT @icoroman: Caiu 33% a audiência do Facebook.,0
"@PirsXico @marianapprimor ou não, vocês não podem ser amigos eu vou sofrer muito bullying",0
"dizer que a geração de hoje está mais “mimizenta” e que tudo é bullying, é um pensamento tão fechado no próprio mundinho privilegiado...",0
Fiquei muito feliz que eu gelei com a esmeralda,0
RT @demonbillie: @bingxinnuendo não.. brancos podem sofrer bullying mas nunca racismo,0
"Aos 19 comecei a trabalhar em uma agência de GRS e design gráfico e fiz parte da equipe de Staffs do FNB
Aos 22 iniciei um novo estágio num conselho federal e Ingressei no curso de Publicidade e propaganda na UFRN

Guardar esse Tweet pra lembrar pq eu fiquei doida",0
"minha meta é aquela família ali do canto, independente de qual time torce a alegria é o que importa",0
RT @yaytozier: a semelhança deles meu deus do céu eu não tenho estrutura alguma pra uma coisa dessas,0
"Qnd alguém da descarga c a tampa aberta, minha vontade é de sair correndo mt, as vezes berro",0
"procura se meliante:
eh sherek emo
cantora de rap profissa
eh corna de 7 chifres
chora escutando sertanejo, mas quase ninguém sabe
quem encontrar, delolver a mim, obrigada",0
"Fumei um chá ali que nem bateu, só a couve",0
RT @LeonardSanttos: ALGUÉM PARA A TATÁ KKKKKKKKKKKKKKKKK,0
@aoibells mo o bullying 😥 porém tmb rio só da minha risada kkkkkakakakakd eu tava realmente morrendo de rir,0
RT @Terrord4las1: É no sufoco que a gente vê quem é de verdade.,0
RT @thais_mourath: Não deixe a frieza dos outros te congelar.,0
"mano esse coisa de bloqueado do the voice é uma puta sacanagem com a pessoa q ta cantano ne, imagina se a pessoa quer ir no time do cara bloqueado q mancada",0
🌟 Eiza González fala sobre sofrer bullying e ter relacionamentos no centro das atenções. #EIZAxCOVETEUR,0
como se eu n tivesse acostumada a perder amizade,0
"RT @haseulovs: o que muitas pessoas com transtorno alimentar querem que você saiba.

a thread. ⚠️",0
RT @jjclsz: KKKKKKKKLK MANO A LISA É &gt;&gt;&gt;&gt; MUITO &lt;&lt;&lt;&lt;&lt; IRRITANTE PUTA MERDA,0
nós movimenta a parada mesmo geral sendo influenciando no esporte ... logo mais mexer os campeonatinhos,0
"Ás mudanças sempre nos assustam, mais com o tempo a gente percebe que elas nos fazem evoluir.",0
"Eu falo a
O Murilo já se mata de rir",0
"@nunocosta_11 @Padilhex10 @tiago_pintado Quem vir esta conversa pensa que fazíamos bullying com o Pedro, mas ele é que pedia 😂",0
"@JovemPanNews @andreazzaeditor Andreazza deve ser baixinho, quase sem pau, tá ficando careca, cabelo branco predomina, ñ pega ninguém, sofreu bullying a vida inteira, nunca praticou esporte algum e nem tem vida social, em suma, o sujeito é revoltado, cheio de rancor, de ressentimento e odeia o gênero humano.",0
"RT @becavanellasb: Não basta entrar na modinha, tem que ter a música também 🤦🏻‍♂️💁🏻‍♂️",0
Eu e a Marcelle esperando o resultado do exame hoje foi muito engraçado kkkkkkk ela ficou mais nervosa que eu pqp,0
RT @coutinhof03: 9º ano é a melhor época da vida de qualquer um,0
"RT @annjrlmx: não vejo a hora desses 2 anos e pouquinho passar logo, me formar e viver em paz 🙌🏽",0
RT @YJ_Mendes: Saudades das minhas amigas da disney que dia a gente volta la e rasta o marcelo p ir junto?,0
as coisas que eu começo a viajar uma hora dessas vei,0
RT @PriscillaLiber1: #TheVoiceBrasil eu chegando pra enaltecer a Iza e a Ivete,0
"Que falta eu sinto de um bem, que falta me faz um xodó. Mas como eu não tenho ninguém, eu levo a vida assim, tão só.",0
Meu deus vou maratonar a noite toda,0
"RT @pedro_modas: Sim moça, és a única.",0
"Era só umazinha dessas no meu pé, com a unha feitinhaaa 🥰😴",0
RT @pedrosantoskt: Ja começaram a montar nos meus amigo,0
RT @manuguancino: Namorar comigo pra comer a filha da minha mãe,0
"Dessa vez,não estou disposto a correr atrás 🎧🎤",0
"RT @B_1alexia: Toda vez que a gente se fala tem o mesmo assunto e a gente briga, isso me entristece muito 😞",0
"@fchsfabiano kkkkkkk tarde mais
"" o que é bullying"" KKKKKK",0
as vezes a gente so precisa de alguém que faça um esforcinho pela a gente sabe?,0
RT @zehdeabreu: The Economist sobre a Amazônia,0
"Os casais que fazem declarações de amor e citam músicas de Jorge Vercillo em suas legendas, tendem a ter um amor duradouro !",0
"converse cm um menino que tá a km de distância, acredite no seu potencial🗣",0
"Bullying que meu (a) filho (a) vai sofrer no futuro:

""E sua mãe que era iludida por ciencion e achava que ia se casar com algum deles""",0
Bullying é não aceitar que os outros sejam diferentes de você.,0
"O Idris Elba como vilão está maravilhoso, como ele disse antes do filme, VOCÊS VÃO AMAR ODIAR BRIXTON.
 
Uma maquina, o superman Black! 

as cenas de lutas ficaram muito boa (claro que com o exagero esperado) com a cara do diretor.",0
RT @zelune: thread sobre a importância de peneirar os milhos antes de fazer pipoca:,0
RT @izalegion: Cadê a Beyhive?? Ela arrasou cantando Crazy in Love #TheVoiceBrasil,0
RT @zparkjeon: • A curiosidade vai matar o gato,0
"@shadesofgaygay não existe “bullyingzinho” ou “bullyingzao”, existe só bullying",0
"Lembrando que eu tô traduzindo esse gayme no meu canal, a passos de tartaruga 
Segue a playlist ae",0
"Apesar de ser magrelona, eu nunca sofri bullying, já meu pé...",0
@lenemarttins sinto ate o cheiro do bullying,0
RT @zstannas: artistas que são REALMENTE lgbtq+ pra vocês amarem e pararem de forçar a sexualidade de quem não é; a thread,0
Já sofreu bullying na escola? — nunca,0
"@apelidomaneiro @Teleco1910 bullying não, racismo",0
Ryan c ciumes é a coisa mais fofa kkkkkkkkkkkkk,0
RT @sincerojesuis: a unica coisa q eu to ganhando em 2019 é problemas psicologicos,0
"Elton John tá me deixando melhor, graças a Deus, mas eu ainda tô angustiado desta merda ter acontecido em uma escada.",0
as vezes eu sigo umas @ aqui q eu fico mendigando pra fazer amizade putz a auto estima baixissima,0
"Outras coisas que esqueci lá: 
-a babosa que minha irmã levou de Frederico pra mim
-A P0RR@ DO CORDÃOZINHO DO CRACHÁ DO PTI, EU DEIXEI DENTRO DO MEU ARMÁRIO AQUELA MERDA (mas o crachá em si eu deixo na carteira então tá aqui cmg)",0
"RT @AnorxP: a balança subindo o peso enquanto eu to nela
eu:",0
RT @SeriesTWBZ: I N F Â N C I A,0
bom amiga eu n sou a bey eu aproveito o que chega,0
RT @uebrisei: desculpa a grosseria é q eu tava criando paranóia e fiquei com raiva de vc,0
@kimberly_kimh mano quem falou uma barbaridade dessa? uma vez eu escutei de um macho escroto da minha sala q eu sofri muito bullying qnd criança/adolescente por ser obesa manoooo eu dei uma risada na cara dele,0
Sacanagem não ter a festa amanhã,0
"Sai agora do trabalho morta de cansada! 
Mas mt grata a Deus por ter meu trabalho e n depender de ngm",0
MANO OS BIXO MORRE DO NADA???? EU TINHA 3 CORAÇÕES AINDA Q PORRA VELHO SE FOR CONTINUAR ASSIM N SEI SE VAI VALER A PENA CONTINUAR JOGANDO CARALHO 30 HORAS TREINANDO O BIXO PRA ELE MORRE DO NADA,0
Salvei a foto... Vai que uma dona louca me pede o mesmo....,0
hj recebi uma visita ilustre da cobra coral sim uma cobra estava na área da mh casa visitando e jeredy doido p atacar ela ai vi a morte perto do meu filho,0
meu morreu a anos,0
"RT @AnelkaCordeiro: Sem rancor nem ressentimentos, mas há pessoas que não volto a lidar nunca mais.",0
O chupacu dizimou a humanidade em menos de dois anos 😭🤧😍💕👌🏻,0
"amando a minha tml, só vejo tweet construtivo, versículos, memes evangélicos, amo demais",0
@chwngstar kkskskskskkk verdades nao sao bullying aliás você me daria a honra de ser minha suporte na minha busca de m7 com a caitlyn?,0
RT @tuani_ingrid: de sol em sol a gente enche a alma.,0
"25- Democratização da cultura;

26- Descriminalização das drogas;

27- Mobilidade urbana;

28- Cibercondria: a doença da era digital;

29- O perigo da escassez da água no Brasil;

30- Violência contra a mulher;

31- Bullying nas escolas;

32- Trabalho infantil;",0
RT @uebrisei: infelizmente a vida não é um prato de strogonoff com batata palha,0
"@coutobrunap É love you é, depois dizes que não fazes bullying comigo 😬💚",0
eu estou tão indignada e decepcionada com a mentalidade dos meus pais em relação a bullying e homofobia...,0
Julho foi a prévia,0
RT @Tupacfalando: Ou você arrisca ou nunca saberá se vale a pena ou não.,0
"inclusive nesse exacto momento quem tá acalmando a criança q n parava de chorar é a minha mãe, a idéia dele era ""deixa no chão até ele cansar""",0
"eu só estou tentando imaginar como vai ser a próxima aula do wagner, namoral vai ser muito bom",0
"Eu acho engraçado a amizade que tu tem com esse boy Kakakakakakak
Se tu sonhasse a fama que tu tem lá visse",0
"Mania de pegar casos isolado alguma baixaria com, sei lá,10/20likes e falar ""seu fandom podre"" como se pudessemos nos responsabilizar por todos os idiota (valendo dos dois lados até mas temos tags genocídio, disband e plágio nos trend como exemplo de ataque em massa e bullying)",0
"@Roberto24370622 @liberta__depre Daqui a uns 20 anos ele vai pro Galo, e ae vcs param de sofrer bullying tb hahahahah",0
"role em casa: a
eu e o Luís:",0
😭😭😭😭😕☹️🙁😭Que tristeza,0
"Felipe Neto: A
Eu: lindíssimo,falou tudo",0
"@kihorrorkinojo @quintbia_ @ViniLsa10 I pera aí é q eu fui pelo IG msm vou falar no q fui clicando q é bastante coisa.. Inadequado > viola diretrizes do ig > denunciar conta > por publicar conteúdo inadequado > assédio ou bullying ( tem opção nudez e pornografia, mas no caso foi diretamente pra ela e tals)",0
RT @CAPRICHO: BTS se une a UNICEF para criar nova campanha contra o bullying,0
Queria ter o controle da minha vida que nem a Tainá tem o controle da bunda dela😂,0
"o vocês achando q os cara roubou o aeroporto pra paga a arena do Corinthias KKKKKKKKKK

foi pra compra o Daniel Alves fi",0
Fazes me bue bullying mas curto bue de ti és linda,0
"Gente,alguém aqui já assistiu ""My First First Love""? Ou traduzindo ""Primeira vez amor"",um dorama original da Netflix,alguém aí assistiu?
Gente eu terminei agora a segunda temporada,eu chorei tanto,tô até com os olhos inchados kkk.
Se alguém assistiu comenta aí oq achou do dorama.",0
"@hwnglips @lgbtminsung q maldoser, mas continua é essencial fazer bullying com o jisung 
faz bem pra saúde do coração",0
"@samiraclose Sim, quando era pequeno tive que tirar a apêndice as pressas e ficou uma cicatriz no meio da minha barriga, sofri muito bullying por conta disso e me assombra até hoje, só faria algo pra tirar essa marca ou amenizar!",0
RT @Cardoso: Imagina como deve ser triste a vida do jovem que vive nesse grau de paranóia,0
"Povo nervoso ,só observo a velhice chegando mais cedo .",0
"@wxlvestylinson KKKKKKKKKKK o bullying pqp 
vida boah 😜😎

(entra nos perfis da minha bio)",0
ai pq vcs são assim meu deus cade a nova musica hein garoto,0
RT @sincerojesuis: já sentiram o peito apertar quando vcs foram stalkear a pessoa e viram o que não queriam?????,0
"RT @carinecurvelano: Não é preciso bater pra machucar. 

a palavra dói. 
o silêncio dói. 
um desprezo dói.
a indiferença dói.",0
@Maymattoso Pior que é real,0
"RT @depressadxx: queria mto ser bi 

bilionario",0
Pedro Cardoso foi além do bullying... Passou por todo o processo educacional e de ensino. Muito bom! Gostei de cada palavra. #pedrocardoso #bullying #programadamaisa,0
"isso de tirar o online é a maior benção, vontade de n reativar nunca",0
@_xxxlimaa Ei olha o bullying com o meu mês,0
